ocid,id,tag,buyer,title,buyer/identifier/legalName,planning/budget/amount/amount,tender/procuringEntity,tender/title,tender/description,tender/procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/milestones/status,tender/title,tender/description,tendervalueamount,procurementMethod,tender/tenderPeriod/startDate,tender/tenderPeriod/endDate,tender/procuringEntity,tender/procuringEntity/additionalIdentifiers/legalName,tender/procuringEntity/name,awards/title,awards/description,awards/date,awards/value/amount,awards/suppliers,awards/contractPeriod/startDate,awards/contractPeriod/endDate,awards/suppliers/identifier/legalName,awards/suppliers/additionalIdentifiers/legalName,contractor,awards/amendment/date,contracts/title,contracts/description,contracts/period/startDate,contracts/period/endDate,contractscomp,contractsimp,category
ocds-gyl66f-srdba-6wyehm,ocds-gyl66f-srdba-6wyehm,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,20000000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,16507020.55,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,22/09/2014,16507020.55,ALLESTREE VENT. NIG. LTD,OCT. 2014,JAN. 15,ALLESTREE VENT. NIG. LTD,ALLESTREE VENT. NIG. LTD,ALLESTREE VENT. NIG. LTD,,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,CONSTRUCTION OF HAND PUMPS IN ELEVEN LGA OF KATSINA CENTRAL,OCT. 2014,JAN. 15,1,COMPLETED,goods
ocds-gyl66f-srdba-x1ylms,ocds-gyl66f-srdba-x1ylms,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,60000000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,53287100,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,22/09/2014,53287100,BEN LADAN LIMITED,17/10/014,17/01/2015,BEN LADAN LIMITED,BEN LADAN LIMITED,BEN LADAN LIMITED,,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,YOUTH EMPOWERMENT IN KEBBI SOUTH SENATORIAL DISTRICT,17/10/014,17/01/2015,1,COMPLETED,works
ocds-gyl66f-srdba-76aare,ocds-gyl66f-srdba-76aare,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE",12297044.16,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE",22/09/2014,12297044.16,CIMMULA NIGERIA LTD.,41954,11/02/2015,CIMMULA NIGERIA LTD.,CIMMULA NIGERIA LTD.,CIMMULA NIGERIA LTD.,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT MAGAJIN GARI B,SOKOTO NORTH,SOKOTO STATE",41954,11/02/2015,0.5,ON-GOING,consulting
ocds-gyl66f-srdba-xtysae,ocds-gyl66f-srdba-xtysae,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE",12298766.16,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE",22/09/2014,12298766.16,HAJIYA SADIYA GEN.,41954,11/02/2015,HAJIYA SADIYA GEN.,HAJIYA SADIYA GEN.,HAJIYA SADIYA GEN.,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GAIDU,SOKOTO NORTH,SOKOTO STATE",41954,11/02/2015,0.5,ON-GOING,nonconsulting
ocds-gyl66f-srdba-27wela,ocds-gyl66f-srdba-27wela,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE",10000000.02,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE",22/09/2014,10000000.02,TIMADE ASSOCIATES NIG LTD,41954,11/02/2015,TIMADE ASSOCIATES NIG LTD,TIMADE ASSOCIATES NIG LTD,TIMADE ASSOCIATES NIG LTD,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR GIDAN IGWUE,SOKOTO NORTH,SOKOTO STATE",41954,11/02/2015,0.5,ON-GOING,goods
ocds-gyl66f-srdba-48wrss,ocds-gyl66f-srdba-48wrss,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE",12298228.03,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE",22/09/2014,12298228.03,CIMMULA NIGERIA LTD.,41954,11/02/2015,CIMMULA NIGERIA LTD.,CIMMULA NIGERIA LTD.,CIMMULA NIGERIA LTD.,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT GABI B,,SOKOTO SOUTH,SOKOTO STATE",41954,11/02/2015,0.6,ON-GOING,works
ocds-gyl66f-srdba-l8aisp,ocds-gyl66f-srdba-l8aisp,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE",12296828.91,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE",22/09/2014,12296828.91,CIMMULA NIGERIA LTD.,41954,11/02/2015,CIMMULA NIGERIA LTD.,CIMMULA NIGERIA LTD.,CIMMULA NIGERIA LTD.,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ZAMFARA B ,SOKOTO SOUTH,SOKOTO STATE",41954,11/02/2015,0.6,ON-GOING,consulting
ocds-gyl66f-srdba-52ksse,ocds-gyl66f-srdba-52ksse,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE",9734869.6,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE",22/09/2014,9734869.6,HAJIYA SADIYA GEN. ENT. LTD,41954,11/02/2015,HAJIYA SADIYA GEN. ENT. LTD,HAJIYA SADIYA GEN. ENT. LTD,HAJIYA SADIYA GEN. ENT. LTD,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT SARKIN ADAR KAFAR ATIKU ,SOKOTO SOUTH,SOKOTO STATE",41954,11/02/2015,0.5,ON-GOING,nonconsulting
ocds-gyl66f-srdba-15kleh,ocds-gyl66f-srdba-15kleh,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE",12295655.03,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE",22/09/2014,12295655.03,AUTA INTGR.SERVICE LTD.,41954,11/02/2015,AUTA INTGR.SERVICE LTD.,AUTA INTGR.SERVICE LTD.,AUTA INTGR.SERVICE LTD.,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TUDUN WADA A ,SOKOTO SOUTH,SOKOTO STATE",41954,11/02/2015,0.65,ON-GOING,goods
ocds-gyl66f-srdba-kwttsi,ocds-gyl66f-srdba-kwttsi,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,12500000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE",NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",ON-GOING,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE",11758219.59,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE",22/09/2014,11758219.59,AUTA INTEGRAL NIG. LTD,41954,11/02/2015,AUTA INTEGRAL NIG. LTD,AUTA INTEGRAL NIG. LTD,AUTA INTEGRAL NIG. LTD,,"COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE","COMMUNITY BASED WATER SUPPLY WITH PUBLIC STAND AT TAFAWA BALEWA ROAD RIJIA B,SOKOTO SOUTH,SOKOTO STATE",41954,11/02/2015,0.55,ON-GOING,works
ocds-gyl66f-srdba-2zyehr,ocds-gyl66f-srdba-2zyehr,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,56000000,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,54922651.88,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,22/09/2014,54922651.88,A A MAIDOYA CO NIG LTD,OCT. 2014,JAN. 2015,A A MAIDOYA CO NIG LTD,A A MAIDOYA CO NIG LTD,A A MAIDOYA CO NIG LTD,,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,PROVISION OF MOTOR CYCLE(KASIA 125 MODEL) TO KWARE/WAMAKKO L.G.A SOKOTO STATE,OCT. 2014,JAN. 2015,1,COMPLETED,consulting
ocds-gyl66f-srdba-38ynel,ocds-gyl66f-srdba-38ynel,contract,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,100288599,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",COMPLETED,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,99069697.67,NCB,"16TH JUNE 2014(FEDERAL TENDERS JOURNAL, PAOPLES DAILY AND DAILY SUN)","4TH AUGUST, 2014",SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,SOKOTO-RIMA RIVER BASIN DEVELOPMENT AUTHORITY,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,22/09/2014,99069697.67,BHIZA UNIV. INVST. LTD,OCT. 2014,JAN. 2015,BHIZA UNIV. INVST. LTD,BHIZA UNIV. INVST. LTD,BHIZA UNIV. INVST. LTD,,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,FARMERS SUPPORT/EMPOWERMENT PROGRAMME IN GADA/GORONYO FED CONST IN SOKOTO STATE,OCT. 2014,JAN. 2015,1,COMPLETED,nonconsulting
